user_id,country,registered_at,kyc_verified,typical_deposit_amt,typical_trade_volume,typical_lot_size,typical_session_duration,trades_per_day,preferred_instrument,ips,devices,fingerprint,is_anomalous,anomaly_labels
U0220,PG,2023-09-25,True,1709.75,11223.79,0.91,10.24,0.1,EUR/USD,18.177.250.208|73.144.23.230,device_100|device_502|device_91,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",True,ip_hub
U0221,KE,2023-04-24,True,4049.9,1690.57,0.63,36.4,3.0,EUR/USD,100.22.167.71,device_593|device_480|device_1180,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0222,FJ,2023-04-04,True,3400.07,55497.53,0.2,40.99,3.0,USD/JPY,100.248.227.222|4.133.86.225|85.13.153.30,device_453|device_847|device_616,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0223,MH,2023-06-06,True,2285.2,1013.13,0.1,2.95,2.0,NZD/USD,136.125.142.75|147.75.181.3|23.220.98.238,device_97|device_706,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0224,CR,2022-10-10,True,608.59,16696.92,0.86,40.65,3.0,NZD/USD,178.9.25.8,device_970|device_494|device_462,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",True,volume_spike
U0225,BW,2022-05-06,True,679.23,78390.19,0.34,50.29,1.0,NZD/USD,35.36.137.54|203.190.10.95|108.154.196.149,device_275|device_796|device_498,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0226,MV,2022-08-29,True,1642.57,870.29,3.59,25.66,2.0,GBP/USD,187.229.125.118|204.235.206.105|24.127.13.4,device_391|device_106|device_550,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",True,bot_session
U0227,IN,2023-09-19,True,785.64,16921.82,1.35,45.34,1.0,XAU/USD,121.9.43.226|216.124.255.231,device_682,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0228,GE,2023-08-04,True,2459.55,500.0,0.48,15.07,1.0,USD/CAD,143.20.88.177,device_419|device_813|device_491,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0229,RU,2022-08-12,True,1141.01,844.22,1.18,39.07,2.0,AUD/USD,139.3.82.116|119.147.66.125,device_737|device_1051,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0230,MC,2023-01-09,True,534.06,19260.32,0.08,23.65,3.0,AUD/USD,13.164.245.179|135.146.245.228,device_94|device_1153,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0231,MW,2022-05-15,True,3128.04,7354.83,0.74,13.77,5.0,NZD/USD,159.220.66.223|10.223.0.13,device_402,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",True,device_mismatch
U0232,VN,2023-03-26,True,484.58,6399.77,0.19,19.13,2.0,AUD/USD,106.247.3.150|80.88.55.236,device_1005|device_944,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0233,SV,2022-05-22,True,512.01,10337.32,0.35,15.88,0.1,EUR/USD,175.192.143.128|179.229.230.95|195.231.199.93,device_153,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0234,MD,2022-02-25,True,780.45,21944.31,0.42,28.09,0.1,USD/JPY,86.62.185.128|200.107.214.63,device_1036,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",True,ip_hub
U0235,MK,2022-02-17,True,413.71,3978.49,1.19,25.67,1.0,USD/CAD,169.235.93.212|107.110.176.247|155.222.214.106,device_33|device_14,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",False,
U0236,LT,2023-11-15,True,3582.3,2930.48,0.18,5.05,2.0,USD/CHF,33.185.109.61|157.212.251.141|78.1.141.14,device_36|device_1029,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",False,
U0237,PE,2022-06-14,True,644.6,2699.52,1.07,66.14,2.0,XAU/USD,123.130.26.102|140.171.199.163|190.43.169.184,device_517|device_726|device_548,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0238,AR,2022-08-19,True,2941.05,1114.45,2.96,18.26,4.0,XAU/USD,29.17.26.26|102.112.229.16,device_166|device_65|device_192,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",False,
U0239,BH,2022-08-02,False,983.93,11301.92,0.95,46.73,0.1,EUR/USD,140.142.98.244|133.21.102.32|112.164.100.132,device_170,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",False,
U0240,MW,2023-08-27,True,1503.93,39656.25,0.98,14.94,1.0,EUR/USD,88.228.85.226,device_1161,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",False,
U0241,BF,2022-01-01,True,20866.93,500.0,0.57,4.48,4.0,EUR/USD,49.35.65.40,device_33|device_425,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0242,NE,2023-01-30,True,2455.08,2939.41,2.09,15.86,4.0,XAU/USD,147.41.52.160|77.250.35.68|189.150.159.107,device_1108|device_680,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",True,deposit_and_flee
U0243,FJ,2022-12-13,False,145.59,9992.97,2.36,12.17,1.0,NZD/USD,142.202.239.26,device_698,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",False,
U0244,CY,2023-01-02,False,5598.34,36152.14,0.32,19.12,2.0,USD/CHF,140.128.176.204|66.209.227.201,device_468|device_729,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0245,LS,2022-01-05,True,172.12,13109.08,0.4,16.88,1.0,NZD/USD,93.240.236.144,device_605|device_505|device_151,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",True,collusion_ring
U0246,LI,2022-02-21,True,651.17,7180.79,0.92,19.03,1.0,NZD/USD,137.203.201.254|194.62.165.11,device_219|device_188,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0247,BE,2023-03-01,True,972.07,500.0,0.73,65.69,0.1,GBP/USD,63.152.21.16,device_920|device_1141,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0248,CG,2023-11-06,False,989.52,35719.46,1.15,7.18,1.0,GBP/USD,182.139.236.153|73.2.169.24|222.186.20.198,device_665|device_789|device_26,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0249,TR,2022-05-09,True,213.81,8482.76,3.06,30.68,1.0,XAU/USD,15.138.70.90|209.253.43.93|210.93.98.9,device_348|device_780|device_285,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",False,
U0250,PY,2023-07-06,False,273.8,83836.31,0.37,46.95,3.0,NZD/USD,59.105.160.183|193.148.176.85,device_614|device_992,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0251,LS,2022-03-02,True,147.35,238764.45,1.21,45.34,1.0,XAU/USD,158.88.133.9|93.8.152.186,device_278,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0252,KI,2022-03-07,True,1060.87,8176.06,0.52,30.98,0.1,AUD/USD,59.68.18.194|97.195.233.203,device_882|device_279,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",False,
U0253,TO,2022-07-30,True,7677.34,20745.59,1.19,20.4,2.0,NZD/USD,166.62.141.121|154.40.120.43,device_1006|device_1180,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",True,dormant_withdrawal
U0254,TJ,2022-10-26,True,1080.5,30358.34,1.31,7.89,3.0,XAU/USD,141.20.38.143|47.209.154.79|90.133.6.218,device_369|device_1127|device_56,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",False,
U0255,GY,2023-09-23,True,433.97,9201.33,2.39,20.49,2.0,NZD/USD,174.201.55.207|216.244.18.246|50.38.110.13,device_286|device_621,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",False,
U0256,ER,2022-11-11,False,885.01,27558.99,2.3,37.96,1.0,USD/CAD,18.19.198.55|138.137.41.187|33.201.222.147,device_1095|device_1038,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",True,kyc_before_withdrawal
U0257,MX,2022-06-01,True,50.0,6498.44,2.28,46.58,1.0,GBP/USD,172.199.3.251,device_728,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",False,
U0258,CR,2022-02-10,True,550.38,2107.26,1.89,46.73,0.1,NZD/USD,34.184.228.173|66.76.49.145,device_217|device_22,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",False,
U0259,KP,2022-06-19,True,1928.3,16560.01,1.45,40.8,5.0,XAU/USD,45.158.8.230|98.65.132.122,device_802|device_949,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0260,BR,2023-11-07,True,444.85,5062.87,0.91,22.77,2.0,USD/CHF,173.184.82.152|8.127.129.164,device_238,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-5'}",True,volume_spike
U0261,AG,2022-08-23,True,599.87,69124.99,0.07,29.95,2.0,USD/CAD,169.96.211.49|189.221.88.150,device_200|device_898,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0262,NZ,2023-10-18,True,918.28,3219.23,0.44,44.67,2.0,GBP/USD,124.196.71.13,device_224|device_337,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",False,
U0263,HR,2023-06-22,True,548.45,6489.17,1.6,9.68,2.0,NZD/USD,86.62.185.128|57.144.32.195,device_830,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC-6'}",True,ip_hub
U0264,MT,2023-11-03,True,1106.28,5895.32,2.1,16.14,3.0,XAU/USD,152.144.29.91|118.79.40.200,device_880|device_797|device_10,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",True,bot_session
U0265,AE,2022-04-20,True,1350.19,8447.45,0.25,27.17,2.0,USD/JPY,197.198.203.191|8.243.129.251,device_404|device_938,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",False,
U0266,CV,2022-02-16,True,616.16,17304.65,1.07,26.0,2.0,NZD/USD,85.221.167.15|82.88.225.22|10.97.169.84,device_234|device_713,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0267,BD,2022-01-12,True,1085.47,26423.93,0.37,51.38,2.0,USD/CHF,134.159.212.126|142.255.96.216|56.13.212.34,device_174|device_275|device_642,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0268,SL,2023-05-29,True,1463.84,5574.9,1.11,33.52,2.0,USD/JPY,103.185.85.182|123.201.20.255|143.202.64.154,device_857|device_283,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0269,BE,2022-07-22,True,978.93,11167.01,1.46,14.08,4.0,USD/JPY,63.212.217.171|126.77.79.32|69.22.92.202,device_1003,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0270,TN,2022-08-28,True,2158.89,500.0,2.41,26.01,1.0,AUD/USD,49.95.100.60,device_280|device_400,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-8'}",False,
U0271,TN,2022-10-10,True,2124.58,4367.52,0.56,23.48,3.0,NZD/USD,25.209.101.238|165.156.68.16|51.212.62.122,device_1001|device_343,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0272,AE,2023-02-06,False,3439.3,2168.2,0.87,7.08,3.0,XAU/USD,124.38.32.216|131.246.172.122|111.129.6.129,device_345|device_937,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0273,KI,2023-08-09,True,2696.42,4833.09,0.35,38.98,1.0,USD/CHF,149.148.18.163|75.167.94.15|193.47.34.11,device_1111|device_86,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",False,
U0274,CF,2023-08-20,True,1147.12,2833.17,0.31,22.17,2.0,XAU/USD,193.10.241.70|219.151.150.87,device_922,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0275,SB,2023-08-04,True,367.31,500.0,1.48,25.27,3.0,XAU/USD,213.239.64.111,device_719|device_877|device_340,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",True,ip_hopper
U0276,CM,2023-10-03,True,844.32,2806.05,1.11,47.46,1.0,USD/CHF,36.145.228.119|146.145.120.58|186.29.172.97,device_345|device_663|device_600,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+8'}",False,
U0277,DO,2022-01-06,True,484.71,500.0,2.07,8.69,0.1,USD/JPY,100.180.102.51|196.197.12.85,device_568,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0278,MX,2023-01-07,True,1327.0,19819.69,1.16,6.74,1.0,NZD/USD,44.180.186.167|103.163.77.188,device_1183,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0279,KE,2023-09-16,True,440.83,6665.38,0.79,67.77,5.0,GBP/USD,106.84.129.6|39.72.24.89,device_570|device_756|device_932,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0280,ST,2023-08-29,True,274.19,1930.77,0.5,55.84,1.0,USD/CAD,155.30.220.234|88.156.60.191|13.38.230.73,device_734|device_130|device_1095,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0281,IN,2022-07-14,True,2025.27,11296.25,3.07,11.88,2.0,USD/CHF,21.205.69.155|153.78.196.2,device_1184|device_268|device_1160,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0282,QA,2023-08-23,True,1576.67,544.85,1.58,11.12,1.0,USD/CAD,3.157.113.204,device_324,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0283,SL,2023-05-09,True,923.89,7060.82,0.55,30.17,2.0,USD/JPY,27.25.222.209|53.53.138.103|32.38.49.220,device_326|device_562,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0284,AL,2022-11-17,True,228.98,500.0,0.72,19.13,3.0,USD/JPY,9.53.35.209,device_626|device_480,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0285,CO,2023-04-28,True,2095.21,121198.21,0.12,35.05,0.1,USD/JPY,157.208.193.102|101.18.163.3|62.161.194.244,device_1064,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0286,EE,2023-08-01,True,1311.62,1864.17,0.97,26.47,1.0,NZD/USD,157.248.69.117|60.62.78.50|73.198.153.123,device_979,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0287,UA,2023-08-20,True,2057.61,6499.74,0.32,43.61,1.0,AUD/USD,39.50.64.163|95.131.108.18,device_784,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0288,BE,2022-05-05,False,1089.0,500.0,3.04,38.53,2.0,USD/JPY,86.62.185.128|112.226.22.21,device_437|device_311,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",True,ip_hub
U0289,MR,2023-09-05,True,872.86,27725.72,0.58,30.98,2.0,USD/JPY,26.121.178.40,device_787|device_720|device_880,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+5:30'}",False,
U0290,ER,2022-02-10,False,476.38,45824.07,0.19,6.72,4.0,USD/CHF,187.199.136.110|73.114.147.124|75.79.49.222,device_618,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0291,LK,2023-05-23,True,125.57,12164.51,1.94,26.25,0.1,USD/CHF,152.44.171.82|87.234.152.42|186.85.18.77,device_491,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",True,device_mismatch
U0292,MG,2022-07-09,True,384.01,500.0,1.13,22.8,3.0,GBP/USD,136.89.101.165|117.228.221.139|130.162.57.14,device_740,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",False,
U0293,MR,2022-09-28,True,452.32,4105.71,2.03,59.74,1.0,USD/JPY,150.207.183.201|128.200.34.135,device_35,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0294,UY,2023-04-26,False,702.08,9653.43,0.53,11.76,0.1,EUR/USD,51.22.190.245|178.159.122.227,device_587|device_1027|device_851,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0295,PH,2022-05-31,True,62.51,22835.72,1.12,54.51,1.0,USD/CHF,136.100.141.121,device_162|device_1048,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0296,IS,2022-10-28,True,337.59,32809.97,0.09,32.06,0.1,GBP/USD,111.107.247.223|75.191.115.49,device_896|device_489|device_119,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0297,LS,2022-08-25,True,2343.17,500.0,0.43,11.79,0.1,EUR/USD,208.164.149.79|159.211.82.180,device_360|device_245|device_26,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",False,
U0298,GD,2022-12-12,True,2315.34,16832.61,0.25,5.88,2.0,USD/CHF,135.201.13.0,device_260|device_551,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0299,CN,2023-02-27,True,520.44,4405.7,2.85,5.92,2.0,USD/CHF,104.150.48.141|202.235.80.185|134.34.222.235,device_158|device_1017|device_933,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0300,IT,2022-05-01,True,1737.56,66255.43,2.74,39.26,2.0,USD/JPY,98.221.39.117|149.9.150.73,device_1176,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0301,HN,2023-10-18,True,209.9,7392.88,1.08,50.18,4.0,EUR/USD,21.226.193.85,device_967,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0302,OM,2023-10-27,True,3278.32,22419.03,0.53,11.01,5.0,NZD/USD,81.223.138.246,device_509|device_853,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",False,
U0303,CZ,2022-11-16,True,330.01,20343.99,0.64,21.15,0.1,EUR/USD,191.16.145.48,device_1057,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0304,CY,2023-02-16,True,1013.58,14483.12,0.88,34.89,3.0,USD/CHF,69.63.67.55|97.39.36.2,device_1133,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0305,GY,2023-02-07,True,8112.37,30191.69,0.97,30.55,0.1,USD/CHF,121.132.183.243|102.243.78.121|28.1.52.111,device_497|device_951|device_755,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",False,
U0306,SG,2023-03-26,True,5041.37,30684.44,0.58,13.54,2.0,NZD/USD,120.90.224.159,device_1110,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0307,GD,2022-01-28,True,3724.68,25520.1,3.8,27.25,1.0,USD/CHF,180.85.101.218,device_1086,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",True,collusion_ring
U0308,GD,2023-07-10,True,542.54,10725.68,2.43,13.48,2.0,GBP/USD,112.131.37.130,device_1065,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0309,LA,2022-04-17,False,321.12,500.0,2.46,28.93,1.0,USD/JPY,192.244.106.252|8.191.38.36|113.131.130.49,device_154|device_1163,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0310,IN,2023-02-07,True,1904.47,5268.8,0.62,30.87,2.0,AUD/USD,196.16.145.239|174.35.127.73,device_669|device_652|device_928,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0311,GN,2023-07-16,True,254.39,91570.84,1.0,62.95,2.0,GBP/USD,122.50.97.79,device_337,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0312,DZ,2023-08-01,True,558.53,2788.47,0.86,7.88,3.0,XAU/USD,108.20.148.62|96.185.12.14,device_949|device_543,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+5:30'}",False,
U0313,KN,2022-03-25,False,601.03,9922.61,0.72,9.14,3.0,AUD/USD,115.49.217.255,device_509,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0314,IS,2022-01-08,True,2731.77,10309.42,0.26,12.93,1.0,USD/JPY,165.207.125.25,device_927|device_1139,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",True,brute_force_login
U0315,KW,2023-08-20,True,2011.48,2010.83,1.26,49.23,0.1,USD/JPY,207.151.25.58,device_127,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",False,
U0316,SR,2022-11-16,True,3970.11,9382.82,0.68,6.57,2.0,GBP/USD,87.234.198.83|199.69.110.143|23.85.170.40,device_531|device_154|device_45,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0317,KR,2023-08-30,True,1068.59,832.27,0.79,23.75,2.0,AUD/USD,14.139.184.120,device_945,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",True,ip_hopper
U0318,SM,2022-10-24,True,2720.72,9597.46,3.05,56.1,0.1,NZD/USD,64.126.8.139|73.78.13.240|175.188.43.16,device_354|device_725,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",True,deposit_and_flee
U0319,GE,2022-09-02,True,1515.72,16617.25,0.75,14.47,1.0,EUR/USD,22.114.123.73|122.77.164.81|170.228.132.253,device_504|device_605|device_1022,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",False,
U0320,YE,2023-09-04,True,513.07,6100.29,1.66,62.11,6.0,USD/JPY,170.128.218.94|219.102.27.238,device_1077,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0321,MM,2022-11-30,True,5212.02,16563.21,1.65,22.87,2.0,USD/CAD,218.93.123.187|72.251.129.245,device_1029|device_659|device_796,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0322,CN,2022-03-31,True,554.73,4363.12,1.22,40.94,2.0,USD/CHF,211.14.110.136,device_1085|device_733,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+1'}",False,
U0323,LR,2023-03-24,True,185.51,11848.5,0.58,5.57,1.0,USD/CHF,95.109.38.101|158.69.27.201|49.122.131.76,device_115|device_450|device_1180,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0324,CO,2023-04-04,True,2624.08,957.4,0.92,70.75,1.0,AUD/USD,113.147.53.9|65.187.108.154|117.45.185.108,device_721,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+9'}",False,
U0325,SI,2023-05-24,True,357.78,621.7,1.49,11.63,1.0,USD/CAD,184.222.76.11|197.216.126.218|79.165.39.227,device_360|device_1005,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0326,BJ,2022-03-26,True,361.91,2598.99,0.26,3.54,5.0,USD/CAD,17.240.78.156,device_413|device_268,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",True,structuring
U0327,DJ,2023-11-10,True,1970.65,4128.3,1.69,26.16,2.0,USD/JPY,153.122.13.64,device_748|device_149|device_766,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0328,TT,2023-01-27,True,1642.92,13100.39,0.69,34.15,1.0,USD/JPY,139.18.133.159|148.214.239.184|30.143.146.229,device_998|device_650,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0329,FI,2023-04-18,True,2137.81,12942.4,1.5,12.91,1.0,USD/JPY,20.243.155.242|214.46.249.117,device_604|device_261,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",False,
